kind,concept,relation,score,left,right,replacement_risk,suggested_action,decision,hardcoded_reference_status,evidence
"item","lead","SIMILAR_NAME","88","eidolon_repraised:lead_nugget","immersiveengineering:nugget_lead","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:nuggets, c:nuggets/lead, malum:prospectors_treasure"
"item","lead","SIMILAR_NAME","88","eidolon_repraised:lead_ore","immersiveengineering:ore_lead","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ores, c:ores/lead, c:ores_in_ground/stone, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"item","block","SIMILAR_NAME","88","eidolon_repraised:raw_lead_block","immersiveengineering:raw_block_lead","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:storage_blocks, c:storage_blocks/raw_lead, malum:prospectors_treasure"
"item","block","SIMILAR_NAME","88","eidolon_repraised:raw_silver_block","immersiveengineering:raw_block_silver","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:storage_blocks, c:storage_blocks/raw_silver, malum:prospectors_treasure, werewolves:type/silver"
"item","ingot","SIMILAR_NAME","88","eidolon_repraised:silver_ingot","immersiveengineering:ingot_silver","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ingots, c:ingots/silver, malum:prospectors_treasure, werewolves:type/silver"
"item","nugget","SIMILAR_NAME","88","eidolon_repraised:silver_nugget","immersiveengineering:nugget_silver","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:nuggets, c:nuggets/silver, malum:prospectors_treasure, werewolves:type/silver"
"item","silver","SIMILAR_NAME","88","eidolon_repraised:silver_ore","immersiveengineering:ore_silver","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ores, c:ores/silver, c:ores_in_ground/stone, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"item","deepslate","SIMILAR_NAME","88","immersiveengineering:deepslate_ore_silver","occultism:silver_ore_deepslate","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ores, c:ores/silver, c:ores_in_ground/deepslate, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"item","deepslate","SIMILAR_NAME","88","immersiveengineering:deepslate_ore_silver","werewolves:deepslate_silver_ore","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ore_rates/singular, c:ores, c:ores/silver, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"item","copper","SIMILAR_NAME","88","immersiveengineering:dust_copper","occultism:copper_dust","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:dusts, c:dusts/copper"
"item","dust","SIMILAR_NAME","88","immersiveengineering:dust_gold","occultism:gold_dust","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:dusts, c:dusts/gold"
"item","dust","SIMILAR_NAME","88","immersiveengineering:dust_iron","occultism:iron_dust","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:dusts, c:dusts/iron"
"item","dust","SIMILAR_NAME","88","immersiveengineering:dust_silver","occultism:silver_dust","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:dusts, c:dusts/silver"
"item","ingot","SIMILAR_NAME","88","immersiveengineering:ingot_silver","occultism:silver_ingot","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ingots, c:ingots/silver, malum:prospectors_treasure, werewolves:type/silver"
"item","ingot","SIMILAR_NAME","88","immersiveengineering:ingot_silver","werewolves:silver_ingot","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ingots, c:ingots/silver, malum:prospectors_treasure, werewolves:type/silver"
"item","copper","SIMILAR_NAME","88","immersiveengineering:nugget_copper","malum:copper_nugget","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:nuggets, c:nuggets/copper, malum:prospectors_treasure"
"item","nugget","SIMILAR_NAME","88","immersiveengineering:nugget_silver","occultism:silver_nugget","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:nuggets, c:nuggets/silver, malum:prospectors_treasure, werewolves:type/silver"
"item","nugget","SIMILAR_NAME","88","immersiveengineering:nugget_silver","werewolves:silver_nugget","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:nuggets, c:nuggets/silver, malum:prospectors_treasure, werewolves:type/silver"
"item","silver","SIMILAR_NAME","88","immersiveengineering:ore_silver","occultism:silver_ore","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ores, c:ores/silver, c:ores_in_ground/stone, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"item","silver","SIMILAR_NAME","88","immersiveengineering:ore_silver","werewolves:silver_ore","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:ore_rates/singular, c:ores, c:ores/silver, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"item","block","SIMILAR_NAME","88","immersiveengineering:raw_block_silver","occultism:raw_silver_block","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:storage_blocks, c:storage_blocks/raw_silver, malum:prospectors_treasure, werewolves:type/silver"
"item","block","SIMILAR_NAME","88","immersiveengineering:raw_block_silver","werewolves:raw_silver_block","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: c:storage_blocks, c:storage_blocks/raw_silver, malum:prospectors_treasure, werewolves:type/silver"
"item","deepslate","SIMILAR_NAME","88","occultism:silver_ore_deepslate","werewolves:deepslate_silver_ore","HIGH","SOURCE_API_AUDIT_BEFORE_CANONICALIZATION","UNDECIDED","UNKNOWN_NOT_SCANNED","same path tokens in different order/separators|shared tags: almostunified:hide, c:ores, c:ores/silver, enchanted:witch_oven_blacklist, malum:prospectors_treasure"
"entity","chupacabra","SIMILAR_NAME","100","cnc:chupacabra","mobs_of_mythology:chupacabra","LOW","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'chupacabra'|high registry-path string similarity|same normalized registry path|same path tokens in different order/separators|same semantic base after harmless plant-part suffix normalization"
"entity","wraith","SIMILAR_NAME","100","eidolon_repraised:wraith","graveyard:wraith","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'wraith'|high registry-path string similarity|same normalized registry path|same path tokens in different order/separators|same semantic base after harmless plant-part suffix normalization"
"entity","ghost","SIMILAR_NAME","100","fangs_n_claws:ghost","vampirism:ghost","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'ghost'|high registry-path string similarity|same generic semantic base; equivalence is not implied|same normalized registry path|same path tokens in different order/separators"
"entity","imp","SIMILAR_NAME","100","fangs_n_claws:imp","mythsandlegends:imp","LOW","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","high registry-path string similarity|same normalized registry path|same path tokens in different order/separators|same semantic base after harmless plant-part suffix normalization"
"entity","bellsnickel","SIMILAR_NAME","100","feywild:bellsnickel","lore_master:bellsnickel","LOW","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'bellsnickel'|high registry-path string similarity|same normalized registry path|same path tokens in different order/separators|same semantic base after harmless plant-part suffix normalization"
"entity","beaver","RELATED_CONCEPT_FAMILY","82","cnc:beaver","occultism:beaver_familiar","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'beaver'"
"entity","chupacabra","RELATED_CONCEPT_FAMILY","82","cnc:chupacabra_spit","mobs_of_mythology:chupacabra","LOW","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'chupacabra'"
"entity","ghost","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:fire_ghost","vampirism:ghost","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'ghost'"
"entity","golem","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:golem","occultism:iesnium_golem","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'golem'"
"entity","golem","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:ice_golem","occultism:iesnium_golem","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'golem'"
"entity","nightmare","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:nightmare_horse","graveyard:nightmare","LOW","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'nightmare'"
"entity","werewolf","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:werewolf","werewolves:alpha_werewolf","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'werewolf'"
"entity","werewolf","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:werewolf","werewolves:human_werewolf","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'werewolf'"
"entity","werewolf","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:werewolf","werewolves:task_master_werewolf","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'werewolf'"
"entity","werewolf","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:werewolf","werewolves:werewolf_beast","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'werewolf'"
"entity","werewolf","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:werewolf","werewolves:werewolf_minion","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'werewolf'"
"entity","werewolf","RELATED_CONCEPT_FAMILY","82","fangs_n_claws:werewolf","werewolves:werewolf_survivalist","MEDIUM","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'werewolf'"
"entity","reaper","RELATED_CONCEPT_FAMILY","82","graveyard:reaper","mca:grim_reaper","LOW","MANUAL_REVIEW","UNDECIDED","UNKNOWN_NOT_SCANNED","entity ids share the meaningful concept token 'reaper'"
